total_commits,total_prs,merged_prs,total_issues_opened,total_issues_closed,review_comments,active_weeks,repos_contributed,total_stars,total_forks,avg_pr_lines_changed,avg_issue_response_hours,commit_trend_score,language_count,impact_score
328,199,101,7,3,171,46,23,6,1,520.2,125.8,0.2,15,59.46
629,130,104,40,15,153,33,18,7,0,359.9,70.1,1.0,2,64.19
791,164,10,94,35,100,17,29,10,3,204.9,140.5,1.0,10,58.71
315,120,65,124,49,193,44,37,11,4,363.1,111.0,1.0,4,61.12
501,87,68,132,16,64,40,17,30,10,356.7,38.3,0.5,7,66.38
579,48,22,78,24,85,33,26,6,1,401.8,31.6,1.0,4,62.62
194,175,175,92,91,138,35,20,5,1,312.1,19.7,1.0,9,68.24
653,63,26,86,23,165,51,31,6,1,430.2,156.7,0.5,10,65.02
258,31,24,140,100,0,4,12,15,2,297.0,157.0,1.0,8,48.87
523,145,107,50,17,13,27,40,71,18,285.8,65.0,0.2,4,61.86
55,10,1,71,13,140,34,17,5,0,445.8,71.1,0.2,1,37.8
10,28,10,70,36,110,15,14,5,1,451.0,155.9,0.5,7,39.02
324,195,56,43,24,52,34,39,5,0,342.7,103.2,0.5,15,55.01
127,24,7,104,28,61,29,39,5,0,132.2,18.0,0.2,9,42.59
395,114,27,59,6,20,26,28,7,2,230.7,103.3,0.5,0,47.69
554,195,69,52,43,125,27,33,6,0,304.5,65.2,0.5,6,61.78
615,178,174,96,21,103,13,13,6,1,149.3,48.8,0.2,12,67.5
614,120,3,144,62,165,44,4,7,2,233.3,58.0,0.5,0,51.97
434,22,13,65,44,58,17,23,25,3,94.9,36.8,1.0,6,64.4
37,97,46,12,12,58,5,10,5,1,30.0,13.3,0.5,14,42.78
446,71,23,58,26,79,10,33,5,1,372.6,96.2,1.0,5,53.83
295,140,120,108,21,60,1,12,9,0,463.7,45.2,0.2,3,41.42
377,185,45,39,34,47,15,0,6,0,163.4,136.6,1.0,1,40.9
403,34,10,12,7,39,8,15,18,6,344.3,46.9,0.2,14,50.03
254,41,40,10,1,96,8,0,6,1,294.0,126.7,1.0,12,50.84
537,119,82,133,90,155,36,25,12,2,244.6,84.5,0.5,4,72.48
614,94,38,29,19,105,24,24,6,0,292.3,126.1,0.2,13,60.55
793,163,37,115,110,151,50,8,10,1,146.7,2.8,0.2,14,69.96
729,119,47,52,29,33,26,3,6,0,384.0,17.0,0.5,1,47.78
358,119,116,98,83,110,4,38,6,2,331.0,6.8,0.5,2,61.56
518,42,0,25,4,190,45,35,6,0,131.2,87.5,0.2,14,61.47
413,85,78,117,44,159,20,18,6,1,351.4,148.4,0.5,13,61.32
798,140,129,17,4,96,21,28,12,3,86.4,128.0,0.2,2,60.73
631,98,35,100,28,10,2,19,5,0,251.0,32.5,0.2,13,46.31
215,0,0,16,5,9,16,30,14,1,549.1,27.8,1.0,15,39.39
116,20,14,87,78,186,23,30,39,5,335.1,149.4,1.0,10,60.37
159,170,150,133,71,152,49,15,5,0,290.0,55.1,1.0,9,64.32
510,185,103,13,9,76,51,16,5,0,134.2,131.6,0.2,14,71.8
714,138,129,92,52,190,25,26,8,1,145.5,104.7,1.0,2,67.86
793,80,7,111,51,110,9,26,7,0,562.6,19.9,0.2,15,55.0
405,150,54,103,55,60,18,15,9,0,95.5,55.0,0.5,2,48.06
103,21,2,2,0,138,27,31,22,8,476.2,117.2,0.2,1,39.45
136,74,46,91,85,146,5,2,5,0,60.0,167.4,0.2,1,36.91
629,0,0,49,10,100,52,31,5,1,369.3,88.4,1.0,9,64.43
266,40,32,24,15,155,14,18,5,1,399.0,116.7,0.5,11,57.26
521,78,37,102,53,60,50,19,10,1,276.8,118.1,0.2,2,66.38
151,27,14,32,9,185,4,18,13,3,347.6,120.7,0.5,13,48.61
125,164,141,150,77,181,13,30,10,1,234.5,58.0,0.2,1,56.02
398,47,31,118,84,101,50,20,7,2,447.2,118.8,1.0,10,66.63
769,145,47,1,0,64,26,5,7,2,88.9,148.5,0.2,15,52.1
738,46,26,9,0,161,23,21,14,2,1.6,81.1,1.0,6,58.95
216,37,21,129,70,135,25,33,145,38,367.3,73.1,1.0,1,57.43
560,74,68,116,5,72,21,1,7,1,475.1,79.7,0.5,14,53.49
623,146,59,80,75,57,28,16,6,1,23.2,38.6,1.0,8,62.65
234,10,3,115,30,101,0,27,5,0,482.0,89.9,1.0,13,45.48
16,128,78,13,7,148,13,34,10,1,69.5,39.5,0.5,10,52.31
14,175,109,20,10,165,15,30,5,0,449.6,43.4,1.0,9,52.15
687,65,53,41,27,52,46,10,6,1,173.3,167.6,1.0,2,66.49
124,0,0,61,4,199,49,17,46,4,270.8,20.4,1.0,14,58.64
523,31,30,71,10,91,50,5,6,1,113.6,158.8,1.0,0,65.83
784,22,2,41,9,87,10,33,15,3,287.2,155.4,1.0,11,54.4
30,87,49,110,13,131,49,25,5,0,382.5,129.9,1.0,2,52.05
672,199,126,142,117,99,20,23,5,0,271.7,0.6,0.5,0,65.37
680,95,83,86,53,191,0,20,18,1,505.8,99.9,1.0,3,59.12
566,141,87,30,19,8,50,40,6,0,493.3,49.3,0.2,1,53.79
307,170,35,66,48,39,17,21,17,6,585.1,61.1,0.5,9,49.15
26,72,41,47,45,23,8,33,9,3,217.5,16.0,0.5,10,47.75
325,31,11,147,54,149,51,5,5,0,504.9,92.4,1.0,2,52.46
591,176,139,76,70,168,19,6,22,6,24.4,154.4,0.5,2,56.61
673,85,34,13,2,17,6,37,5,1,25.5,136.0,0.5,3,40.72
574,63,10,85,21,47,41,36,11,0,487.3,79.0,1.0,4,57.22
173,188,174,130,61,104,0,33,20,5,437.9,141.4,0.5,7,52.3
682,99,24,135,74,88,8,25,56,10,347.0,45.3,1.0,3,61.38
723,107,32,127,0,29,25,37,5,0,76.9,31.0,1.0,3,52.68
728,10,3,63,5,187,4,25,5,0,575.6,96.5,1.0,6,50.2
734,28,26,3,3,27,21,13,7,0,388.8,20.7,0.5,10,64.26
531,174,70,113,84,51,40,9,5,0,522.0,144.2,1.0,7,54.87
501,125,121,70,55,12,16,0,7,0,468.8,140.1,1.0,14,49.63
113,73,18,72,35,45,27,0,7,2,39.2,76.3,0.5,7,34.68
460,51,44,70,61,99,17,10,7,1,80.1,131.2,1.0,15,60.78
564,130,37,28,8,184,23,33,6,0,517.2,86.8,0.5,12,61.29
20,16,3,61,57,72,16,15,12,3,333.6,103.1,1.0,5,38.99
3,38,1,83,70,107,36,21,5,0,65.1,51.5,0.5,8,43.07
712,69,25,102,85,154,36,36,6,1,374.8,149.6,0.5,1,61.48
777,61,34,85,63,58,27,35,5,0,339.1,23.0,0.5,1,57.57
209,119,52,136,18,26,43,35,7,0,442.8,36.7,0.2,1,40.95
418,30,8,150,115,53,5,21,27,7,56.1,42.1,1.0,7,62.67
45,121,88,70,69,42,42,0,28,6,595.4,133.7,0.5,3,46.12
589,71,0,109,89,89,22,28,8,0,443.3,164.8,1.0,0,53.18
683,70,24,44,10,59,47,2,12,1,125.4,22.3,0.5,1,53.31
137,8,1,52,23,160,48,19,16,3,412.8,140.0,0.2,15,48.29
387,1,0,95,4,136,11,26,5,1,127.1,25.8,0.2,13,50.82
272,182,133,142,135,151,37,21,21,2,598.3,89.5,1.0,6,71.11
459,108,22,113,35,80,16,38,5,1,463.1,3.4,0.5,9,51.14
93,148,29,32,3,58,47,34,36,3,287.6,152.8,1.0,4,50.25
54,132,46,137,59,32,15,3,8,2,530.7,40.6,1.0,2,29.27
265,66,42,140,34,45,2,27,7,2,83.8,132.7,1.0,2,46.97
530,37,28,18,13,184,40,34,5,1,276.5,114.5,0.5,0,68.93
27,198,170,6,6,185,1,5,6,1,484.8,98.4,0.2,6,40.75
492,25,14,137,95,14,50,40,12,3,431.5,166.1,0.5,12,58.24
516,165,74,74,33,40,5,34,15,3,345.8,80.1,0.5,2,46.26
154,44,18,128,10,80,24,30,5,1,15.8,100.7,0.2,8,44.14
651,87,11,92,92,132,17,33,5,0,73.8,69.4,0.5,7,58.66
329,94,84,12,5,79,52,10,13,2,25.1,120.0,1.0,15,66.33
420,154,142,117,79,90,50,1,13,4,571.9,143.8,1.0,5,63.92
128,16,1,68,6,31,25,16,16,1,333.5,88.9,0.2,8,33.28
659,45,35,121,63,63,33,12,6,1,317.0,10.8,0.5,7,62.68
158,172,16,36,25,158,43,18,11,2,387.1,112.1,0.5,13,52.39
429,193,183,33,23,184,46,33,7,0,576.5,42.3,0.5,1,68.35
399,74,49,40,22,192,23,18,19,1,242.0,38.5,1.0,11,68.78
300,49,46,5,5,21,30,24,6,1,517.9,86.2,1.0,0,59.18
790,57,46,27,11,61,35,32,8,2,165.3,121.9,0.2,14,64.32
689,176,87,9,4,175,40,3,138,20,122.8,36.3,0.5,6,65.82
538,65,40,31,25,186,14,9,14,1,426.8,76.4,0.5,3,53.35
203,61,37,23,20,173,12,31,5,0,193.8,37.9,0.5,1,56.12
740,19,2,129,127,194,20,24,5,1,515.0,130.9,1.0,0,57.51
27,7,1,85,53,28,35,8,16,3,7.9,115.7,0.5,15,36.18
652,179,127,67,36,152,7,26,26,9,408.1,65.8,1.0,11,67.78
318,154,18,31,18,27,34,18,5,0,286.4,140.8,1.0,4,48.07
774,104,24,43,10,55,38,38,7,0,270.8,56.3,0.5,2,60.8
712,190,187,75,16,133,34,26,32,2,220.1,3.6,0.5,7,80.43
504,101,54,111,101,190,2,33,11,0,77.3,131.1,0.2,1,60.44
56,133,52,92,49,101,38,5,15,4,231.8,115.1,0.2,10,48.41
763,54,6,44,13,65,21,22,5,1,330.2,73.3,0.2,15,50.34
781,143,36,53,33,67,18,2,5,0,332.7,133.4,0.5,6,43.79
350,76,30,122,110,170,35,33,5,0,140.2,62.9,1.0,3,68.87
462,176,4,12,8,94,36,37,11,3,171.5,30.5,0.2,14,67.19
261,149,42,103,96,153,45,36,9,2,460.0,96.2,0.5,9,62.08
777,153,116,22,16,75,9,34,13,3,382.1,95.6,0.2,10,58.04
578,26,9,5,4,79,36,39,14,4,572.0,149.6,0.2,5,61.45
228,75,18,110,51,144,35,3,7,2,594.0,79.5,0.5,3,39.36
468,195,106,7,7,44,47,13,6,2,434.6,87.4,0.2,10,59.47
370,166,62,133,35,168,35,1,16,6,496.8,150.7,0.5,3,43.46
145,177,144,111,43,7,35,9,7,2,326.7,24.6,1.0,8,51.92
586,96,44,104,80,18,13,0,8,2,59.0,139.5,0.2,6,44.14
541,80,73,86,15,64,12,17,7,0,352.6,129.9,1.0,8,57.28
30,42,30,57,0,1,42,32,7,1,531.1,10.5,0.2,3,37.37
781,99,64,51,4,20,42,12,15,2,581.7,143.5,0.2,2,46.76
663,71,10,75,9,188,20,3,7,2,517.7,87.7,1.0,14,50.32
657,105,80,36,3,186,23,14,9,1,537.4,74.0,1.0,9,61.06
459,35,25,105,85,33,38,8,6,1,55.2,146.6,1.0,15,60.46
393,12,2,144,17,196,49,16,5,1,404.8,44.2,0.2,6,53.72
135,80,45,43,12,88,25,6,7,2,278.6,34.4,0.2,3,46.33
80,154,41,0,0,97,7,14,12,1,308.0,112.5,0.2,14,34.17
353,96,15,48,13,114,4,34,6,0,29.5,161.5,1.0,10,47.37
48,36,25,75,65,11,52,6,7,1,31.7,75.9,1.0,8,49.73
547,27,4,118,94,127,42,32,5,0,8.4,27.1,0.2,15,61.44
603,137,46,26,20,49,16,33,29,5,343.5,57.1,0.5,14,61.14
237,138,62,29,27,131,11,34,10,1,17.5,38.5,0.5,0,53.91
504,179,150,139,109,103,43,7,7,2,241.6,157.6,0.2,12,65.26
15,93,0,96,69,36,5,10,5,1,196.7,26.7,0.5,11,36.08
15,198,85,138,114,26,43,16,7,0,43.7,109.4,0.2,2,40.44
581,101,58,10,8,151,34,17,5,1,325.1,131.6,0.2,5,63.04
129,9,5,8,3,169,34,27,58,15,414.8,85.2,0.5,4,53.58
753,156,131,141,16,165,5,18,6,1,304.5,161.7,0.2,14,60.38
93,91,22,60,57,139,25,28,6,0,461.5,110.3,0.2,14,46.6
628,16,14,126,78,136,31,24,8,2,344.8,73.3,0.5,4,73.17
132,81,66,147,50,126,47,2,14,3,408.9,0.1,1.0,5,53.76
377,13,11,68,3,169,23,24,6,1,411.4,95.6,0.2,3,49.0
171,71,69,45,21,95,17,16,5,1,276.4,66.2,0.2,11,58.35
190,163,63,34,34,189,36,17,14,4,133.3,158.0,1.0,3,57.09
348,103,21,66,10,175,43,20,5,1,433.5,156.6,0.2,10,46.37
175,103,75,56,55,177,14,21,8,2,222.0,37.6,1.0,3,67.93
573,181,100,94,46,6,41,31,8,3,569.7,93.9,0.2,10,56.3
294,66,28,1,0,78,40,39,5,1,307.4,96.9,0.2,15,49.05
613,123,21,12,3,133,45,21,8,1,22.6,140.9,0.2,12,57.82
464,27,10,83,25,27,13,11,6,2,490.5,79.9,1.0,3,45.76
243,109,57,81,5,4,39,17,38,3,518.6,134.8,0.5,2,43.24
467,98,78,135,31,178,37,33,7,0,439.5,22.1,0.5,0,61.97
278,92,16,60,54,131,33,35,18,3,97.7,23.0,0.5,13,58.38
791,149,129,106,101,193,28,34,7,1,100.6,82.8,0.5,10,77.6
758,171,71,138,86,187,37,27,46,15,190.4,119.7,1.0,9,77.64
629,30,30,21,13,85,1,8,30,1,23.6,26.2,0.5,11,62.78
654,58,37,59,4,60,8,7,14,4,41.5,0.9,0.5,15,54.65
648,108,71,46,43,25,18,19,6,1,370.1,64.8,1.0,15,62.35
147,127,56,108,57,163,50,28,11,1,248.0,125.5,0.2,11,64.1
720,42,23,73,26,17,33,13,14,1,326.0,137.1,1.0,4,47.72
194,16,4,51,38,36,41,0,9,2,35.4,124.0,0.2,7,36.55
208,183,141,118,44,6,34,10,13,2,423.7,111.7,0.2,5,42.15
358,122,59,82,33,191,23,35,9,1,227.3,144.9,0.2,10,60.2
794,171,116,97,84,141,15,6,6,1,109.0,73.8,0.2,15,62.65
179,16,14,55,12,113,50,13,28,7,580.0,160.7,0.2,10,57.76
580,157,54,105,21,25,46,27,14,3,351.1,107.6,0.2,4,54.66
242,42,20,93,89,62,50,36,18,4,192.1,157.9,0.5,13,69.32
474,188,126,56,10,100,18,15,33,8,156.6,42.7,0.5,3,66.76
184,114,77,149,112,0,11,36,5,0,33.3,41.4,1.0,14,47.75
736,28,6,125,90,83,8,37,37,14,311.4,22.0,0.2,3,53.55
137,93,50,13,8,48,11,2,20,2,332.5,101.9,1.0,14,40.11
582,112,44,53,44,189,46,23,10,1,142.1,89.9,0.2,1,67.26
206,4,2,77,30,99,41,5,15,5,344.3,18.4,0.2,11,55.33
215,186,146,23,0,199,9,36,5,1,565.1,125.9,1.0,0,43.97
94,77,25,122,35,167,47,32,5,1,117.8,0.8,0.5,15,60.82
511,23,19,29,4,101,3,40,5,0,124.3,19.8,1.0,14,67.67
419,119,96,35,3,29,38,5,5,0,62.7,153.4,0.2,3,43.57
139,185,87,135,112,63,12,39,12,1,176.2,32.3,0.5,10,54.85
213,137,3,45,29,166,42,19,13,1,458.6,47.4,0.2,2,47.89
699,101,80,134,35,86,0,36,10,3,90.1,48.2,0.2,0,59.81
605,49,44,93,44,184,24,4,15,4,0.7,156.4,1.0,11,65.05
508,4,0,58,29,30,9,17,5,1,329.8,90.7,0.5,9,48.47
780,33,13,6,2,19,47,9,5,1,558.1,71.0,0.5,5,46.52
284,15,5,15,14,184,46,5,7,2,13.4,38.3,0.2,9,56.71
543,166,27,87,40,66,10,40,9,1,426.2,48.0,0.2,1,48.77
415,127,115,94,54,78,39,4,6,1,467.0,58.5,0.5,13,62.77
176,63,32,122,107,27,8,16,7,0,26.5,10.0,0.2,3,40.71
754,105,70,58,6,115,25,17,13,1,97.1,86.7,1.0,0,61.5
529,24,23,93,57,27,9,37,5,1,584.5,118.3,0.5,2,52.46
463,26,7,13,7,182,14,21,5,0,522.1,60.7,1.0,8,57.85
503,76,25,102,22,29,45,12,5,1,109.0,89.3,1.0,11,54.29
610,64,63,7,3,30,35,0,6,2,482.2,130.5,1.0,12,57.41
160,112,32,111,50,111,52,9,5,1,314.8,139.6,1.0,15,55.17
272,103,53,108,12,79,21,40,9,2,477.1,8.5,1.0,15,54.97
682,119,15,64,4,5,47,16,8,1,564.9,11.4,1.0,8,50.06
683,181,16,81,22,10,16,39,9,0,353.8,108.6,1.0,15,46.3
404,200,155,135,126,163,14,4,5,1,411.1,136.7,0.5,9,59.08
101,38,13,124,36,12,31,30,8,1,498.5,128.0,0.5,5,38.85
215,188,176,131,74,149,36,7,188,38,8.8,119.5,0.5,5,64.39
676,35,1,54,29,13,32,29,15,3,102.9,15.0,0.2,5,49.8
676,170,168,7,4,24,34,5,5,1,450.6,96.0,1.0,14,63.21
85,113,2,137,128,160,37,18,28,6,489.2,143.0,1.0,12,50.05
266,77,68,35,10,194,7,28,35,12,313.2,123.9,0.2,14,60.6
11,138,44,15,0,66,34,2,7,1,400.0,139.2,0.2,6,27.27
389,144,21,76,76,103,5,5,30,6,299.8,137.3,0.5,5,48.4
516,38,29,100,74,171,30,40,5,0,212.8,119.8,0.5,2,67.25
594,108,14,90,54,11,31,35,9,1,170.5,150.2,1.0,7,55.1
109,199,117,148,101,46,18,40,5,1,253.0,107.5,1.0,12,54.65
392,139,63,67,54,6,17,28,8,0,266.4,25.7,0.5,3,50.8
364,148,62,104,35,138,34,8,5,1,576.1,130.8,0.5,12,52.32
545,178,128,58,39,10,27,8,82,15,90.8,165.9,1.0,14,60.62
22,159,16,22,9,18,13,7,9,2,434.9,60.1,1.0,5,27.04
209,182,104,27,7,54,30,26,22,3,588.6,7.4,0.5,10,52.3
340,199,179,5,1,92,17,19,7,0,369.8,72.1,1.0,1,55.02
197,178,74,70,3,145,26,25,17,3,444.2,150.6,1.0,2,47.16
264,152,137,146,139,161,2,34,8,2,1.7,67.3,1.0,4,57.6
99,69,10,113,34,105,33,6,14,4,373.5,154.4,1.0,12,46.66
631,169,137,63,50,178,39,35,7,2,228.7,52.5,0.2,10,76.35
348,150,66,80,6,28,7,39,5,1,108.3,141.9,0.5,11,43.99
711,11,5,29,2,121,5,27,10,0,499.5,90.4,1.0,12,61.3
212,107,40,63,52,181,41,8,5,1,196.6,100.7,0.5,15,60.11
671,166,146,77,17,76,33,37,6,0,552.3,167.8,1.0,8,62.07
758,142,111,110,63,105,3,20,14,1,8.6,132.8,0.5,10,58.63
774,113,43,137,7,146,28,19,13,5,115.4,85.1,1.0,0,61.98
435,33,15,94,33,103,24,8,18,2,251.2,117.7,0.2,3,52.44
622,88,29,13,0,177,43,27,5,0,104.9,49.4,0.5,13,65.25
489,177,168,121,39,102,8,20,9,1,62.2,29.7,1.0,3,69.59
515,64,49,15,0,194,34,0,5,1,589.2,80.8,0.5,4,55.2
200,20,5,147,91,113,50,0,29,4,80.9,120.7,0.5,5,49.16
150,186,28,42,3,52,33,16,5,1,287.2,38.3,0.5,12,42.45
770,136,12,118,70,89,52,40,5,1,568.8,29.4,0.2,3,57.57
238,128,83,64,46,192,17,3,5,1,152.7,109.7,0.5,14,50.04
346,189,37,50,4,28,8,12,5,1,268.5,129.3,1.0,15,40.19
86,115,56,101,97,52,15,18,9,2,99.8,28.5,0.2,12,46.6
701,43,4,121,45,182,0,34,5,1,364.0,65.0,0.2,1,45.85
199,8,6,58,20,184,34,32,16,2,536.3,55.6,0.2,9,61.21
12,9,1,131,17,183,25,28,7,1,543.0,141.6,0.5,5,35.37
686,92,33,67,54,13,52,34,5,1,217.0,11.1,1.0,6,71.07
461,180,141,27,0,164,43,20,6,1,88.3,76.7,1.0,8,72.08
637,145,108,150,135,131,49,9,21,6,359.3,51.4,0.5,15,71.63
592,179,34,122,13,70,28,8,6,0,486.1,144.8,1.0,12,47.61
135,52,35,57,37,115,10,33,5,1,61.9,163.9,1.0,15,51.47
30,100,20,145,53,44,33,32,27,8,334.2,35.6,0.2,3,42.85
189,58,11,0,0,4,4,33,6,1,68.8,152.9,1.0,15,33.73
732,98,15,2,2,21,52,18,5,0,55.8,10.4,1.0,7,65.24
326,166,62,21,18,130,48,3,13,1,469.8,128.8,1.0,4,54.47
199,80,39,104,75,80,43,6,5,0,463.9,2.8,0.5,5,54.74
285,84,75,97,56,19,21,1,23,1,259.7,150.7,0.5,13,48.9
275,23,2,3,3,94,19,5,11,3,535.1,158.4,0.5,0,41.67
102,102,78,68,60,10,33,39,5,1,456.1,72.2,1.0,6,46.9
301,141,36,96,68,185,36,36,9,0,364.2,131.9,1.0,7,54.76
532,162,144,30,15,135,43,31,13,0,18.4,134.9,0.5,5,66.82
371,116,108,19,18,116,24,1,10,1,13.4,14.6,0.5,11,56.02
534,147,143,47,24,3,19,5,8,0,566.2,150.8,0.5,4,47.09
74,200,118,92,42,130,20,7,7,1,423.6,112.7,0.2,15,40.46
76,24,17,141,37,71,5,38,11,2,82.7,44.7,0.2,4,46.33
617,122,42,131,19,115,3,16,11,1,549.7,17.7,1.0,11,54.79
46,81,55,129,32,0,36,9,5,1,298.2,0.0,1.0,0,37.85
751,12,1,102,28,180,21,26,6,0,103.0,139.0,0.5,15,58.47
573,156,83,71,0,14,5,31,8,3,490.1,30.7,1.0,8,49.2
734,115,30,23,4,107,4,24,33,7,558.7,129.8,0.2,15,56.39
575,164,15,23,3,147,23,0,9,3,531.5,18.3,1.0,2,49.14
322,47,27,20,1,190,23,14,35,12,264.4,137.9,0.2,6,57.57
440,151,80,3,0,123,16,5,20,5,187.4,119.5,1.0,9,59.37
232,165,36,145,133,119,26,37,8,0,514.5,57.9,1.0,8,55.51
118,105,93,22,19,184,32,9,62,7,186.5,90.5,0.2,2,63.26
36,66,42,11,2,90,49,35,10,1,410.8,11.5,0.5,6,56.77
745,92,56,65,30,86,9,26,8,1,163.8,91.7,0.2,13,61.46
458,49,37,140,56,183,16,19,29,6,328.3,162.6,0.5,7,57.23
645,76,51,35,34,12,21,21,5,1,556.2,118.4,0.5,11,61.65
459,158,85,90,10,93,25,10,5,0,494.8,99.8,1.0,10,56.33
43,126,80,79,3,170,38,6,21,1,50.0,16.8,1.0,12,50.09
97,153,4,36,21,75,45,28,10,0,421.6,28.3,0.2,12,46.52
239,80,34,21,21,45,0,5,10,1,540.7,131.9,1.0,11,39.33
60,2,0,106,97,179,3,5,6,1,517.7,156.3,0.5,8,27.02
347,8,7,72,5,126,6,28,11,3,278.2,92.5,0.5,11,61.49
659,7,3,16,1,2,25,18,40,10,581.9,129.8,0.2,6,45.12
3,71,44,32,2,54,27,2,8,2,456.2,10.8,1.0,9,35.6
641,157,24,56,41,86,39,39,22,8,215.5,127.7,0.2,11,67.47
46,92,49,18,1,15,26,31,8,2,386.5,66.8,0.5,1,32.12
75,139,99,112,61,67,2,15,202,45,416.6,21.1,0.2,6,45.81
594,178,95,57,1,0,25,31,7,2,507.9,56.1,0.2,6,45.63
164,162,89,2,0,126,13,24,6,0,234.7,48.0,0.5,8,51.23
191,169,146,38,14,56,19,21,18,1,442.3,5.4,0.2,13,53.22
693,11,5,62,0,163,48,34,8,1,152.0,2.3,0.2,2,63.34
139,157,1,72,42,116,21,36,8,3,270.7,144.0,0.2,2,45.13
175,151,151,108,39,42,25,2,5,1,251.4,135.1,0.2,0,42.18
378,90,66,47,4,65,29,29,21,6,75.6,152.4,0.2,2,52.29
352,41,14,140,1,46,12,27,11,1,388.2,102.1,1.0,5,48.87
537,31,31,1,1,144,6,27,5,0,261.9,90.0,0.5,2,69.59
747,150,80,145,118,176,30,10,11,0,333.6,7.5,0.2,10,67.61
783,179,154,55,4,140,24,38,33,7,349.1,151.1,1.0,8,66.1
339,79,6,24,16,35,10,30,5,0,330.7,103.3,1.0,4,40.51
234,34,9,15,8,22,17,17,7,1,126.9,22.1,1.0,3,42.71
67,107,46,147,50,179,0,8,12,3,76.5,106.5,0.2,8,40.96
224,33,8,112,63,91,8,6,6,1,24.9,130.5,0.2,2,33.23
427,85,6,104,32,101,12,0,10,3,206.7,133.2,0.2,14,45.02
598,24,19,137,57,33,49,4,10,2,594.4,15.1,1.0,2,59.49
480,76,48,10,2,149,47,33,5,1,17.5,41.7,1.0,8,71.11
166,38,36,20,6,30,26,31,5,0,243.5,148.6,0.5,12,52.62
471,192,10,98,29,179,25,9,5,1,236.2,60.8,0.5,9,56.26
307,167,9,112,55,100,12,19,9,1,134.8,70.0,0.2,9,46.7
662,154,96,42,29,48,8,10,6,1,500.4,14.9,0.2,8,52.0
140,189,87,142,82,68,43,9,5,1,307.9,148.9,0.2,15,50.03
608,175,158,25,23,159,26,9,9,2,544.5,119.5,1.0,12,68.25
346,61,56,34,18,117,11,23,10,1,141.5,41.2,0.2,1,61.9
706,61,4,20,11,171,33,31,7,1,431.3,62.1,0.5,12,62.66
275,127,84,116,51,150,45,17,11,4,549.7,56.4,0.2,11,59.53
245,111,47,144,120,69,25,24,29,7,301.7,161.7,0.2,13,56.55
80,45,21,73,47,5,34,0,8,2,562.1,154.1,0.5,2,31.39
349,47,25,36,20,95,36,24,7,2,109.0,143.4,0.2,0,49.79
139,61,23,150,30,68,11,24,5,1,31.6,112.2,0.5,6,40.99
253,40,26,29,9,198,20,19,5,1,271.7,69.3,1.0,14,61.53
697,4,0,136,31,126,33,22,26,2,72.1,61.9,1.0,14,69.85
94,142,71,81,20,53,23,17,12,1,533.5,84.9,0.5,8,40.82
695,127,12,28,15,49,41,10,19,7,406.0,116.2,0.5,10,57.68
759,37,14,113,59,115,8,36,7,2,244.0,32.8,0.2,3,59.25
47,195,161,91,19,112,34,4,5,1,195.3,87.2,0.2,1,47.11
25,38,30,45,8,16,19,11,6,1,567.2,20.1,0.2,9,35.66
126,196,55,101,67,160,44,5,7,0,21.0,20.4,0.5,11,53.14
359,181,39,132,100,45,46,1,9,1,435.8,143.8,0.2,11,47.05
630,90,84,54,15,37,10,9,9,2,265.6,117.5,0.2,5,53.63
1,73,46,121,88,177,50,14,13,1,136.0,71.7,1.0,11,65.09
93,12,8,117,5,130,11,24,9,2,72.5,85.0,0.2,6,44.34
390,9,1,3,3,31,9,25,5,1,571.3,164.7,0.2,5,39.11
504,170,161,111,90,195,16,34,18,5,287.1,54.5,0.5,4,65.91
148,53,13,39,9,41,45,32,5,0,364.5,42.6,0.2,11,41.53
758,144,39,47,11,187,22,25,5,0,533.1,166.8,0.5,6,49.67
380,167,12,99,31,162,50,30,18,2,513.1,19.3,0.2,8,55.17
282,26,26,60,0,124,42,20,5,1,182.9,20.5,1.0,10,74.68
152,3,0,56,49,98,11,25,10,2,172.1,67.1,1.0,15,53.84
321,187,70,121,5,92,20,16,8,2,562.1,110.8,0.5,2,41.83
438,184,68,18,2,144,49,21,6,0,341.7,112.6,1.0,12,62.52
328,115,70,127,91,47,3,30,14,4,10.9,28.3,0.2,0,46.09
72,159,127,24,4,186,42,5,5,0,121.1,40.9,1.0,13,57.99
473,136,116,103,4,144,33,30,5,0,294.3,81.3,0.2,5,60.5
135,112,83,99,86,195,1,29,42,12,578.3,89.8,0.5,13,52.69
212,161,146,79,25,29,38,5,9,1,185.3,5.2,1.0,10,62.32
186,59,7,37,2,40,7,37,5,1,464.8,81.7,0.5,8,36.39
467,72,61,1,0,0,8,26,49,10,183.7,91.5,0.5,15,57.72
410,76,73,114,75,115,19,5,7,0,534.3,71.7,0.2,8,56.42
416,62,22,80,28,120,12,2,9,1,163.4,71.7,0.2,14,50.9
451,20,3,144,91,35,36,24,5,0,416.8,99.7,1.0,0,50.53
165,135,41,118,52,172,13,27,6,2,512.0,103.2,1.0,10,50.84
626,100,44,72,52,168,27,15,6,0,157.0,151.4,0.5,7,62.1
74,78,78,31,25,145,38,37,6,1,500.3,158.7,0.5,8,59.28
592,115,36,57,36,69,26,16,5,1,502.1,117.5,0.2,4,51.2
512,107,16,122,92,55,36,34,9,3,349.6,156.9,0.2,7,59.01
